cliente_id,nome,sobrenome,sexo,idade,email,telefone,cidade,estado,data_cadastro
268,Aline,Lima,F,74.0,invalido,(84)93534-2544,Campinas,SC,24-01-22
269,Beatriz,Costa,M,34.0,beatriz.costa583@hotmail.com,(33)98999-2562,Vitória,SC,22-06-10
270,Caio,Nascimento,F,40.0,caio.nascimento889@gmail.com,(88)91187-7266,Campinas,SP,23-11-01
271,Fernanda,Lima,F,21.0,fernanda.lima771@gmail.com,(27)96507-2352,Cuiabá,SC,23-06-22
272,Renata,Martins,M,67.0,renata.martins203@yahoo.com.br,(78)95034-4970,Rio de Janeiro,PE,25-03-25
273,Davi,Martins,M,45.0,davi.martins609@gmail.com,(67)93389-8216,Campinas,PE,24-02-05
274,Enzo,Oliveira,M,25.0,enzo.oliveira949@hotmail.com,Invalido,Londrina,,25-01-06
275,Bianca,Barbosa,F,66.0,bianca.barbosa145@gmail.com,(43)93790-1984,Londrina,SC,22-04-19
276,Ana,Oliveira,F,42.0,ana.oliveira20@outlook.com,(59)99331-2631,Florianópolis,RJ,23-01-17
277,Luiz,Araujo,M,77.0,luiz.araujo543@outlook.com,(55)96765-6822,Londrina,MT,23-07-19
278,Arthur,Rodrigues,M,74.0,arthur.rodrigues972@outlook.com,(28)92438-7262,Campo Grande,PE,23-04-11
279,Tatiane,Lima,F,45.0,tatiane.lima135@hotmail.com,(36)93262-6062,Campo Grande,ES,22-10-25
280,Tatiane,Pereira,M,48.0,tatiane.pereira901@hotmail.com,(63)97737-5970,Goiânia,PE,23-07-15
281,Julia,Santos,F,26.0,julia.santos628@hotmail.com,Invalido,Cuiabá,GO,24-02-05
282,Ricardo,Dias,M,48.0,ricardo.dias419@gmail.com,(96)94323-4351,Rio de Janeiro,GO,24-09-30
283,Luiz,Costa,M,45.0,luiz.costa845@yahoo.com.br,(84)99784-9605,Campinas,SP,23-05-19
284,Fernando,Freitas,M,20.0,fernando.freitas451@yahoo.com.br,(32)97921-5823,Vitória,MG,24-08-07
285,Eduardo,Oliveira,M,64.0,eduardo.oliveira961@hotmail.com,Invalido,Fortaleza,GO,22-07-04
286,Samuel,Ribeiro,M,76.0,samuel.ribeiro127@gmail.com,(78)97292-9383,Vitória,BA,22-03-31
288,Vanessa,Araujo,M,48.0,vanessa.araujo676@yahoo.com.br,(11)95009-9967,Curitiba,RS,22-04-11
289,Pedro,Ribeiro,F,48.0,pedro.ribeiro90@gmail.com,(47)93906-8460,Fortaleza,,23-10-24
290,Ricardo,Oliveira,M,66.0,ricardo.oliveira138@gmail.com,(78)94438-4425,Vitória,PE,24-12-19
291,Patricia,Freitas,F,62.0,patricia.freitas869@outlook.com,(27)99132-9514,Cuiabá,MS,23-04-22
292,Julia,Silva,M,48.0,invalido,(12)94296-5614,Curitiba,MT,25-01-31
293,Ana,Santos,F,61.0,ana.santos631@gmail.com,(97)98849-8774,Campinas,PE,24-08-01
294,Bianca,Nascimento,F,47.0,bianca.nascimento58@outlook.com,(13)94412-6434,Joinville,SP,23-11-26
295,Arthur,Araujo,F,71.0,arthur.araujo120@outlook.com,Invalido,Rio de Janeiro,GO,23-09-12
296,Laura,Pereira,M,25.0,laura.pereira936@gmail.com,Invalido,Cuiabá,PR,24-09-17
297,Aline,Almeida,M,67.0,aline.almeida961@hotmail.com,Invalido,Salvador,SP,23-09-29
298,Bernardo,Correia,F,73.0,invalido,(36)94154-5695,Curitiba,PE,22-08-29
301,Tatiane,Lima,F,23.0,tatiane.lima318@yahoo.com.br,(89)95227-6954,Salvador,PR,23-10-28
302,Maria,Oliveira,F,48.0,maria.oliveira175@outlook.com,(24)97646-2752,Florianópolis,,24-12-27
303,Sofia,Martins,M,33.0,sofia.martins394@gmail.com,(66)96606-9921,Caxias do Sul,CE,25-03-21
304,Paulo,Melo,M,56.0,paulo.melo181@outlook.com,(87)97208-6364,Cuiabá,,22-10-12
306,Fernando,Lima,F,72.0,invalido,(47)91510-4854,Feira de Santana,PR,24-02-23
307,Daniel,Araujo,F,31.0,daniel.araujo569@yahoo.com.br,(47)93056-3200,São Paulo,PA,24-06-13
308,Mateus,Oliveira,F,26.0,mateus.oliveira916@yahoo.com.br,(68)97303-6821,Caxias do Sul,MS,24-10-17
309,Beatriz,Teixeira,F,48.0,beatriz.teixeira39@yahoo.com.br,(99)92311-3327,Campo Grande,ES,23-07-27
310,Marcos,Barbosa,M,74.0,marcos.barbosa760@gmail.com,(89)91864-6628,Recife,MT,24-08-18
311,Diego,Martins,F,40.0,diego.martins37@outlook.com,Invalido,Fortaleza,,22-02-25
312,Marcos,Lima,F,48.0,marcos.lima288@outlook.com,Invalido,Niterói,CE,22-11-06
313,Gustavo,Pereira,M,34.0,gustavo.pereira819@gmail.com,(30)99125-7765,Salvador,PE,22-12-09
314,Enzo,Carvalho,M,21.0,enzo.carvalho476@yahoo.com.br,(79)94828-7222,Salvador,BA,22-01-25
315,Eduardo,Gomes,M,61.0,eduardo.gomes545@outlook.com,(45)96488-5429,Curitiba,MS,24-03-12
316,Bernardo,Freitas,M,33.0,bernardo.freitas694@hotmail.com,Invalido,São Paulo,PA,24-12-11
317,Eduardo,Carvalho,F,32.0,invalido,(87)92995-2965,Rio de Janeiro,PE,25-03-05
318,Felipe,Santos,F,62.0,felipe.santos959@gmail.com,(65)96298-5216,Uberlândia,SP,24-02-23
319,Pedro,Rodrigues,M,79.0,pedro.rodrigues504@hotmail.com,(29)99857-8065,Porto Alegre,GO,23-06-15
320,Lucas,Oliveira,F,48.0,lucas.oliveira510@hotmail.com,Invalido,Campinas,CE,23-11-07
321,Tatiane,Silva,F,50.0,tatiane.silva414@gmail.com,Invalido,Cuiabá,PR,23-11-14
322,Fernando,Souza,M,58.0,fernando.souza874@outlook.com,(93)94327-3893,Invalido,RS,23-09-05
323,Carlos,Ribeiro,M,62.0,carlos.ribeiro449@hotmail.com,(86)94907-9015,Salvador,SC,24-10-20
324,Eduardo,Silva,F,20.0,eduardo.silva44@yahoo.com.br,(69)99791-3440,Fortaleza,SP,24-09-28
326,Daniel,Nascimento,F,69.0,daniel.nascimento701@hotmail.com,(16)93841-6496,Rio de Janeiro,BA,22-12-11
327,Carolina,Pereira,M,46.0,carolina.pereira811@yahoo.com.br,Invalido,Cuiabá,PA,23-08-05
328,Caio,Dias,M,62.0,caio.dias536@yahoo.com.br,(15)93949-9190,Vitória,ES,23-09-09
329,Ana,Araujo,M,33.0,ana.araujo884@hotmail.com,(17)94173-2846,Belo Horizonte,GO,24-10-15
330,Davi,Souza,F,21.0,davi.souza258@outlook.com,(24)91859-9804,Uberlândia,PA,22-05-26
331,Enzo,Rocha,F,55.0,enzo.rocha694@outlook.com,(41)97759-4276,Salvador,PA,22-04-22
332,Gabriel,Ferreira,M,77.0,gabriel.ferreira140@yahoo.com.br,(36)96503-3084,Campinas,SP,22-08-16
333,Luiz,Martins,M,28.0,luiz.martins619@hotmail.com,(32)94763-2416,Feira de Santana,RS,24-08-27
335,Fernando,Dias,M,69.0,fernando.dias247@gmail.com,Invalido,Feira de Santana,SC,23-05-05
336,Marcos,Silva,M,48.0,marcos.silva879@gmail.com,(62)94030-7068,Goiânia,PA,24-02-28
337,Diego,Barbosa,F,20.0,diego.barbosa628@hotmail.com,(18)99433-6963,Campinas,MS,22-03-25
338,Felipe,Ribeiro,M,53.0,felipe.ribeiro343@hotmail.com,(85)94437-4693,Florianópolis,PE,24-05-16
339,Lucas,Carvalho,M,40.0,lucas.carvalho545@outlook.com,(99)92075-4085,Goiânia,MG,23-08-14
340,Lucas,Santos,M,28.0,lucas.santos896@hotmail.com,(98)99870-3163,Cuiabá,PE,22-02-13
341,Lucas,Silva,F,73.0,lucas.silva352@outlook.com,(81)98295-8503,Londrina,SC,22-12-18
342,Fernanda,Dias,M,41.0,fernanda.dias292@yahoo.com.br,(79)95673-3986,Uberlândia,PE,22-11-11
343,Paulo,Souza,F,38.0,paulo.souza189@hotmail.com,Invalido,Florianópolis,GO,25-01-10
344,Bianca,Almeida,F,25.0,bianca.almeida787@hotmail.com,(80)99313-6427,Londrina,ES,25-03-20
346,Sofia,Barbosa,F,32.0,sofia.barbosa86@yahoo.com.br,(61)94185-9035,Florianópolis,SP,24-01-10
347,Henrique,Martins,M,41.0,henrique.martins360@outlook.com,(67)97809-8249,Londrina,BA,24-04-28
348,Sofia,Correia,F,23.0,invalido,(63)95478-7791,Uberlândia,ES,22-10-08
349,Ricardo,Almeida,F,53.0,ricardo.almeida312@yahoo.com.br,Invalido,Belo Horizonte,PE,24-08-25
350,Davi,Almeida,M,48.0,davi.almeida784@outlook.com,(57)98872-8144,Curitiba,CE,22-09-02
351,Enzo,Melo,M,19.0,enzo.melo150@outlook.com,(17)95467-6917,Feira de Santana,SP,23-08-17
352,Arthur,Oliveira,M,50.0,arthur.oliveira614@hotmail.com,(98)95932-5447,Joinville,MG,22-01-27
353,Isabela,Carvalho,F,67.0,isabela.carvalho167@gmail.com,(82)99612-9717,Recife,BA,24-08-01
354,Paulo,Lima,F,48.0,paulo.lima143@yahoo.com.br,(54)93821-5991,São Paulo,MG,22-10-19
355,Laura,Lima,M,31.0,invalido,Invalido,Campinas,SP,24-08-18
356,Larissa,Souza,M,22.0,larissa.souza802@gmail.com,(34)96759-1479,Rio de Janeiro,SC,25-04-02
357,Rafael,Barbosa,M,67.0,rafael.barbosa70@gmail.com,(35)95617-3814,Invalido,RS,24-10-29
358,Patricia,Carvalho,F,62.0,patricia.carvalho110@hotmail.com,(76)94728-7677,Niterói,GO,22-08-14
359,Vanessa,Moreira,M,41.0,vanessa.moreira506@gmail.com,(98)98273-4700,Recife,BA,23-01-22
360,Patricia,Monteiro,F,41.0,patricia.monteiro406@yahoo.com.br,(61)97563-2666,Uberlândia,PR,23-02-15
361,Fernando,Santos,F,32.0,fernando.santos731@outlook.com,(56)98795-7626,Cuiabá,GO,22-08-10
362,Vanessa,Dias,M,48.0,vanessa.dias756@gmail.com,Invalido,Salvador,SC,22-07-17
363,Davi,Moreira,F,51.0,davi.moreira678@yahoo.com.br,(80)99955-1289,Campinas,RJ,24-02-25
365,Vanessa,Melo,F,80.0,invalido,Invalido,Joinville,SP,23-11-30
366,Daniel,Carvalho,M,40.0,daniel.carvalho254@hotmail.com,(19)95995-2875,Florianópolis,SP,24-08-01
367,Daniel,Melo,F,48.0,daniel.melo481@gmail.com,(84)92601-9001,Niterói,GO,24-10-26
368,Davi,Nascimento,F,28.0,davi.nascimento207@yahoo.com.br,Invalido,Londrina,MS,24-04-03
369,Miguel,Freitas,M,79.0,miguel.freitas280@gmail.com,(55)92256-5945,Campo Grande,MT,23-10-04
370,Fernando,Rodrigues,M,57.0,fernando.rodrigues643@hotmail.com,(70)95389-9728,Vitória,MS,22-05-03
371,Gustavo,Rocha,F,27.0,gustavo.rocha421@outlook.com,(63)95373-5702,Uberlândia,BA,23-05-04
372,Julia,Silva,F,33.0,julia.silva574@yahoo.com.br,(45)93235-1477,Curitiba,MT,22-12-27
373,João,Freitas,M,49.0,invalido,(63)96954-2479,Salvador,MG,23-04-29
374,Nicolas,Barbosa,F,77.0,nicolas.barbosa93@hotmail.com,(85)97388-4865,Feira de Santana,RS,23-07-17
375,Larissa,Melo,F,21.0,larissa.melo116@outlook.com,(46)93374-6947,Cuiabá,SP,22-03-13
376,Davi,Souza,M,62.0,davi.souza394@outlook.com,(98)92999-9763,Caxias do Sul,BA,23-06-08
377,Murilo,Costa,M,37.0,murilo.costa647@outlook.com,(15)95489-2312,Cuiabá,PR,24-05-15
379,Arthur,Almeida,M,38.0,arthur.almeida529@hotmail.com,(51)98397-8837,Belo Horizonte,PR,23-08-01
380,Roberto,Carvalho,F,29.0,invalido,(91)94747-2457,Goiânia,MG,22-04-12
381,Daniel,Correia,F,34.0,invalido,(69)99096-2941,Caxias do Sul,ES,23-06-30
382,Vanessa,Gomes,M,26.0,vanessa.gomes844@outlook.com,(29)91471-5754,Curitiba,RS,24-01-28
383,Theo,Rocha,F,48.0,theo.rocha408@hotmail.com,(43)92196-2561,Recife,RS,24-08-22
384,Helena,Monteiro,M,48.0,helena.monteiro517@yahoo.com.br,(82)91673-3938,Curitiba,PR,24-08-16
385,Bruno,Teixeira,F,51.0,bruno.teixeira46@hotmail.com,(57)98046-5635,Curitiba,SC,24-11-24
386,Rafael,Nascimento,M,65.0,invalido,(71)95263-3679,Goiânia,GO,22-03-25
387,Henrique,Araujo,M,49.0,henrique.araujo888@hotmail.com,(34)93757-9335,Curitiba,RS,25-04-10
388,Ana,Barbosa,F,67.0,ana.barbosa253@yahoo.com.br,Invalido,Salvador,RJ,23-10-25
389,Marcos,Rocha,F,71.0,marcos.rocha979@outlook.com,Invalido,Campinas,PR,25-03-11
390,Pedro,Ribeiro,M,36.0,pedro.ribeiro561@yahoo.com.br,(62)92461-1336,Porto Alegre,SC,22-11-12
391,Vanessa,Martins,F,65.0,vanessa.martins618@hotmail.com,(36)99021-8298,Salvador,BA,22-07-04
392,Gustavo,Correia,F,29.0,gustavo.correia526@outlook.com,(30)99115-9638,Campo Grande,RJ,24-09-05
393,Mateus,Monteiro,M,75.0,mateus.monteiro303@gmail.com,(76)97961-7766,Niterói,SC,23-12-29
394,Marcos,Moreira,M,48.0,invalido,(86)98454-8371,Vitória,ES,23-01-19
395,Marcos,Freitas,M,80.0,marcos.freitas19@gmail.com,Invalido,Cuiabá,PE,24-09-23
396,Miguel,Carvalho,F,62.0,miguel.carvalho90@hotmail.com,(35)91439-4428,Cuiabá,BA,25-01-08
397,Laura,Moreira,F,48.0,laura.moreira171@hotmail.com,(13)98364-4975,Porto Alegre,BA,22-04-15
399,Patricia,Santos,F,49.0,patricia.santos447@gmail.com,(67)94802-9317,Caxias do Sul,MS,24-08-17
400,Isabela,Freitas,F,63.0,isabela.freitas690@outlook.com,(90)94394-5627,Rio de Janeiro,RS,22-11-17
401,Carlos,Martins,F,78.0,carlos.martins571@gmail.com,(97)93598-3862,Invalido,SC,22-08-22
402,Paulo,Araujo,F,32.0,paulo.araujo788@gmail.com,(99)99444-2706,Campinas,GO,22-08-16
403,Miguel,Correia,M,68.0,miguel.correia43@gmail.com,(57)93572-5786,Goiânia,RJ,22-11-12
404,Diego,Lima,F,25.0,diego.lima788@gmail.com,(75)93805-2396,Curitiba,PR,23-05-18
405,Murilo,Barbosa,M,44.0,murilo.barbosa424@yahoo.com.br,(98)96927-1487,Goiânia,PA,22-06-23
406,Fernando,Moreira,F,28.0,fernando.moreira677@hotmail.com,(95)99516-5845,Feira de Santana,MT,23-09-16
407,Bruno,Carvalho,M,18.0,bruno.carvalho457@hotmail.com,(67)96656-7627,Porto Alegre,MT,23-11-17
408,Enzo,Freitas,F,74.0,enzo.freitas524@outlook.com,(14)99846-5238,Caxias do Sul,BA,24-10-31
409,Pedro,Carvalho,F,34.0,pedro.carvalho775@gmail.com,Invalido,Caxias do Sul,MS,24-12-28
411,Patricia,Ferreira,F,48.0,patricia.ferreira599@yahoo.com.br,(73)97830-3668,Belo Horizonte,GO,22-09-22
412,Renata,Barbosa,F,25.0,renata.barbosa765@hotmail.com,(88)97694-2807,Niterói,MT,22-11-10
413,Laura,Carvalho,M,37.0,invalido,(73)91034-3004,Recife,BA,24-09-12
414,Tatiane,Rocha,F,75.0,tatiane.rocha738@hotmail.com,(68)98357-3440,Florianópolis,MS,24-04-18
415,Fernando,Nascimento,F,48.0,fernando.nascimento887@hotmail.com,(50)93028-2395,Porto Alegre,ES,22-04-19
416,Aline,Ferreira,M,66.0,aline.ferreira959@hotmail.com,(85)98278-2386,Recife,SP,24-10-03
417,Maria,Nascimento,M,45.0,maria.nascimento325@yahoo.com.br,(32)95675-3359,Uberlândia,SC,24-04-14
418,Pedro,Correia,M,79.0,pedro.correia306@yahoo.com.br,(44)97152-2981,Campinas,MS,23-04-30
419,Murilo,Barbosa,F,42.0,invalido,(13)95409-2663,Caxias do Sul,MG,23-09-16
420,Eduardo,Oliveira,M,72.0,eduardo.oliveira146@outlook.com,(65)98401-1684,São Paulo,MS,23-08-16
421,Rafael,Silva,F,21.0,rafael.silva257@yahoo.com.br,(76)95609-1745,Uberlândia,SC,22-07-03
423,Theo,Silva,M,56.0,theo.silva424@yahoo.com.br,(94)92270-9825,São Paulo,GO,22-09-10
424,Ricardo,Correia,M,40.0,ricardo.correia380@hotmail.com,Invalido,Joinville,PE,23-09-13
425,Fernanda,Costa,F,48.0,invalido,(75)99093-3793,Recife,PE,25-03-03
426,Sofia,Lima,M,48.0,sofia.lima747@outlook.com,(99)99731-5143,Recife,SC,22-04-17
428,Diego,Oliveira,M,74.0,diego.oliveira232@yahoo.com.br,(53)96092-2029,Invalido,SP,23-11-16
429,Beatriz,Santos,F,48.0,beatriz.santos842@outlook.com,Invalido,Niterói,RJ,22-05-05
430,Ricardo,Nascimento,M,74.0,invalido,Invalido,Recife,BA,22-07-16
431,Roberto,Costa,M,73.0,roberto.costa476@yahoo.com.br,(97)91425-8439,Campo Grande,RJ,22-01-26
432,Lucas,Melo,M,68.0,lucas.melo263@outlook.com,(42)93255-1722,Campinas,MT,24-01-03
433,Bianca,Moreira,F,27.0,bianca.moreira299@outlook.com,(29)91939-4889,Campo Grande,SP,24-05-14
434,Julia,Ribeiro,M,76.0,julia.ribeiro684@yahoo.com.br,(53)96499-5909,Feira de Santana,ES,22-03-28
435,Ana,Ribeiro,F,32.0,ana.ribeiro245@yahoo.com.br,(59)94363-7558,Uberlândia,PA,22-06-01
436,Carolina,Santos,M,27.0,invalido,(39)95292-3855,Florianópolis,RS,22-02-14
437,Larissa,Santos,M,19.0,larissa.santos807@gmail.com,(58)97100-3807,Campo Grande,BA,22-05-14
438,Mateus,Ferreira,F,30.0,mateus.ferreira440@hotmail.com,(79)95819-3434,Florianópolis,SC,22-09-16
439,Sofia,Dias,F,31.0,sofia.dias630@gmail.com,(76)97131-9168,Campo Grande,PR,24-12-12
440,Henrique,Dias,F,48.0,henrique.dias810@gmail.com,(41)97486-4581,Londrina,MG,24-02-06
441,Marcos,Lima,F,66.0,marcos.lima236@gmail.com,(70)98086-7700,Joinville,BA,22-02-20
442,Fernanda,Rodrigues,F,48.0,fernanda.rodrigues526@gmail.com,(20)96902-1627,Recife,PR,23-05-28
443,Caio,Monteiro,M,72.0,invalido,(62)97647-1194,Cuiabá,MG,24-03-25
444,Enzo,Freitas,F,31.0,enzo.freitas473@outlook.com,(64)94433-8187,Goiânia,SP,25-03-28
445,Laura,Freitas,F,18.0,laura.freitas430@yahoo.com.br,(79)95909-6342,Invalido,MG,22-11-11
446,Diego,Melo,F,58.0,invalido,(83)98397-5991,Rio de Janeiro,MG,22-03-07
447,Helena,Dias,M,19.0,helena.dias396@outlook.com,(69)91941-7039,Invalido,BA,24-03-11
448,Paulo,Lima,M,52.0,paulo.lima926@hotmail.com,(96)98778-3601,Vitória,RS,24-10-26
449,Luiz,Rodrigues,F,48.0,luiz.rodrigues409@hotmail.com,(69)98580-1640,Rio de Janeiro,GO,23-12-12
450,Henrique,Almeida,M,43.0,henrique.almeida184@yahoo.com.br,(83)92565-7447,Campinas,SC,25-01-06
452,Ricardo,Nascimento,M,65.0,ricardo.nascimento11@outlook.com,(70)98942-8558,Rio de Janeiro,CE,24-06-15
453,Camila,Pereira,M,28.0,camila.pereira128@yahoo.com.br,Invalido,Belo Horizonte,CE,22-03-12
454,Bianca,Ferreira,M,46.0,invalido,Invalido,Salvador,PR,23-05-04
455,Maria,Martins,F,19.0,maria.martins697@gmail.com,(96)93750-3736,Campinas,PR,23-10-23
456,Julia,Correia,F,31.0,julia.correia124@hotmail.com,(62)96181-1196,Salvador,PE,23-07-25
457,Gustavo,Souza,F,22.0,gustavo.souza614@yahoo.com.br,(83)93809-5127,Niterói,CE,24-03-06
458,Caio,Teixeira,F,26.0,invalido,(59)99372-4808,Campo Grande,RS,22-02-13
459,Paulo,Almeida,M,33.0,paulo.almeida62@hotmail.com,(37)91621-4900,Vitória,PR,22-10-02
460,Theo,Moreira,F,20.0,theo.moreira296@gmail.com,(37)99836-1885,Caxias do Sul,RS,24-02-21
461,Felipe,Rocha,M,48.0,felipe.rocha54@hotmail.com,(81)94348-4871,Campo Grande,SC,22-12-03
462,Beatriz,Martins,F,29.0,beatriz.martins460@hotmail.com,(57)97524-7188,Uberlândia,MS,24-06-06
464,Henrique,Dias,M,48.0,henrique.dias883@outlook.com,(58)97292-9020,Londrina,BA,22-03-21
466,Arthur,Teixeira,F,48.0,arthur.teixeira967@hotmail.com,(31)91202-2912,Rio de Janeiro,BA,25-04-15
467,Marcos,Barbosa,F,76.0,marcos.barbosa438@outlook.com,(59)96045-7743,Rio de Janeiro,ES,23-12-07
468,Camila,Freitas,F,31.0,camila.freitas7@hotmail.com,Invalido,Rio de Janeiro,BA,23-08-14
469,Rafael,Pereira,M,41.0,rafael.pereira187@gmail.com,(18)93993-4143,Curitiba,GO,22-08-12
470,Rafael,Oliveira,M,36.0,rafael.oliveira351@gmail.com,(23)91155-2000,Curitiba,PA,22-07-18
471,Ana,Gomes,F,56.0,ana.gomes485@outlook.com,(54)96164-4925,Joinville,SP,23-12-31
472,Carlos,Silva,F,47.0,invalido,(42)97036-8404,Vitória,MT,24-04-26
473,Ana,Ribeiro,F,48.0,ana.ribeiro369@gmail.com,(40)98938-7556,Vitória,GO,22-07-25
474,Isabela,Correia,M,30.0,isabela.correia816@gmail.com,(70)93753-8311,Niterói,RS,23-03-10
475,Davi,Teixeira,M,23.0,davi.teixeira952@outlook.com,(43)98803-3016,Belo Horizonte,GO,22-07-05
476,Diego,Costa,M,77.0,diego.costa387@yahoo.com.br,(66)94823-4662,Curitiba,RJ,23-11-28
477,Julia,Freitas,F,78.0,julia.freitas321@yahoo.com.br,Invalido,Campinas,BA,24-05-17
478,Gustavo,Monteiro,M,77.0,gustavo.monteiro10@yahoo.com.br,(39)99189-8467,Belo Horizonte,PE,22-03-12
479,Laura,Barbosa,F,62.0,laura.barbosa221@yahoo.com.br,Invalido,Belo Horizonte,CE,23-04-06
480,Pedro,Moreira,F,29.0,pedro.moreira835@hotmail.com,(97)98756-6706,Salvador,SC,23-08-02
481,Julia,Teixeira,M,72.0,julia.teixeira771@gmail.com,(31)93253-8239,Cuiabá,RS,23-02-05
482,Ana,Carvalho,M,64.0,ana.carvalho880@hotmail.com,(32)91922-2573,Joinville,SP,22-08-29
483,Theo,Nascimento,M,55.0,invalido,(87)93826-7150,Rio de Janeiro,PE,24-02-22
484,Theo,Rocha,M,48.0,invalido,(99)92549-3967,Salvador,BA,23-09-04
485,Carlos,Nascimento,M,22.0,carlos.nascimento718@gmail.com,(78)99004-2047,Campo Grande,ES,22-09-12
486,Amanda,Monteiro,M,48.0,amanda.monteiro458@outlook.com,(31)92438-5206,Campinas,SC,24-01-15
487,Rafael,Martins,M,80.0,rafael.martins48@outlook.com,(99)96127-9563,Joinville,CE,22-07-22
488,João,Costa,F,20.0,invalido,(27)97914-2218,Recife,MG,24-03-30
489,Larissa,Monteiro,M,45.0,larissa.monteiro73@outlook.com,(58)99379-3687,Feira de Santana,ES,24-06-07
490,Helena,Costa,M,22.0,helena.costa417@gmail.com,(45)93397-4698,Invalido,RS,24-02-15
491,Paulo,Pereira,F,51.0,paulo.pereira827@yahoo.com.br,(47)95440-2623,Campinas,BA,23-01-06
492,Nicolas,Monteiro,F,79.0,invalido,(29)97206-5380,Campinas,PR,23-05-26
494,Marcos,Pereira,F,48.0,marcos.pereira11@yahoo.com.br,(74)99437-9722,Niterói,CE,22-01-15
495,Samuel,Araujo,M,65.0,samuel.araujo988@hotmail.com,(39)93864-2230,Joinville,SP,24-05-15
496,Rafael,Carvalho,M,80.0,rafael.carvalho872@gmail.com,(11)97449-4562,Londrina,MT,22-03-14
497,Miguel,Dias,F,21.0,invalido,Invalido,Cuiabá,MG,24-04-21
498,Vanessa,Silva,F,27.0,vanessa.silva405@outlook.com,(45)92780-8185,Goiânia,BA,22-01-12
499,Henrique,Ferreira,M,25.0,henrique.ferreira432@outlook.com,(72)95354-2946,Feira de Santana,PE,22-09-18
500,Murilo,Moreira,F,74.0,murilo.moreira981@gmail.com,(12)94874-1852,Florianópolis,SP,24-06-08
501,Isabela,Dias,M,23.0,isabela.dias747@hotmail.com,(42)98031-4250,Cuiabá,CE,24-10-25
502,Julia,Melo,M,58.0,julia.melo411@gmail.com,(13)94270-2489,Campinas,CE,23-04-19
503,Daniel,Dias,M,21.0,daniel.dias276@outlook.com,(51)91779-3977,Invalido,PR,23-03-11
504,Camila,Correia,F,24.0,camila.correia373@outlook.com,Invalido,Florianópolis,CE,24-12-19
505,Beatriz,Ribeiro,F,35.0,beatriz.ribeiro109@hotmail.com,Invalido,Porto Alegre,RJ,25-01-24
506,Laura,Freitas,M,48.0,laura.freitas158@gmail.com,(82)96690-6996,Goiânia,BA,22-05-19
507,Aline,Barbosa,M,48.0,aline.barbosa979@gmail.com,(61)99110-9723,Campo Grande,ES,24-11-09
508,Caio,Gomes,M,43.0,caio.gomes164@hotmail.com,Invalido,Campo Grande,MT,23-06-15
509,Fernanda,Almeida,M,63.0,fernanda.almeida47@hotmail.com,(46)93178-5430,Campinas,RS,24-12-30
510,Theo,Carvalho,F,58.0,theo.carvalho970@outlook.com,(52)91938-1170,Joinville,MG,23-06-09
511,Bianca,Monteiro,M,80.0,bianca.monteiro705@yahoo.com.br,(88)94377-8244,Caxias do Sul,PE,24-03-20
512,Fernanda,Freitas,M,64.0,fernanda.freitas96@yahoo.com.br,(35)99036-3955,Invalido,MG,24-03-18
513,Julia,Oliveira,F,48.0,julia.oliveira994@yahoo.com.br,(12)92633-7191,Invalido,ES,22-03-31
514,Caio,Oliveira,M,35.0,caio.oliveira10@gmail.com,(21)94314-3281,Cuiabá,MG,23-09-22
515,Gabriel,Costa,F,21.0,gabriel.costa127@gmail.com,(76)97804-3323,São Paulo,SC,24-02-29
516,Theo,Almeida,F,32.0,theo.almeida733@gmail.com,(47)96854-2249,Vitória,RJ,22-03-30
517,Felipe,Martins,M,51.0,felipe.martins154@outlook.com,(45)99179-7047,Curitiba,RJ,22-01-05
518,Gabriel,Moreira,M,59.0,gabriel.moreira739@yahoo.com.br,(46)93370-2481,Florianópolis,BA,23-12-24
519,Daniel,Dias,F,62.0,daniel.dias967@hotmail.com,(74)99724-9785,Caxias do Sul,BA,24-12-15
520,Samuel,Freitas,M,32.0,samuel.freitas209@gmail.com,(25)91976-6723,Joinville,MG,23-08-27
521,Carolina,Martins,M,33.0,carolina.martins142@gmail.com,(14)97958-7089,Campinas,RJ,24-09-03
522,Rafael,Silva,M,27.0,rafael.silva13@yahoo.com.br,(78)95907-8703,Feira de Santana,PE,22-01-28
523,Gabriel,Souza,M,74.0,gabriel.souza12@yahoo.com.br,(81)95227-9222,Londrina,MG,23-07-11
525,Theo,Martins,M,30.0,invalido,(38)91179-6064,Porto Alegre,SP,23-05-08
526,Tatiane,Melo,F,48.0,tatiane.melo323@gmail.com,Invalido,Joinville,MT,23-02-04
527,Fernando,Freitas,M,40.0,fernando.freitas919@gmail.com,Invalido,Cuiabá,SC,22-11-27
530,Gustavo,Carvalho,F,48.0,gustavo.carvalho263@yahoo.com.br,(83)98999-1648,Joinville,MS,22-09-22
531,Renata,Correia,M,78.0,renata.correia519@yahoo.com.br,(90)91934-5011,Invalido,SC,24-02-09
532,Fernando,Oliveira,F,32.0,fernando.oliveira358@yahoo.com.br,(24)92406-3953,Niterói,ES,24-06-06
534,Daniel,Dias,F,48.0,daniel.dias651@hotmail.com,(49)98396-7876,Campo Grande,MG,22-04-21
535,Daniel,Nascimento,M,79.0,daniel.nascimento965@yahoo.com.br,(66)96811-7375,São Paulo,RS,22-06-09
